No;Reason;Date;Time;RPM;PF;LChr;IL1;IL2;IL3;Mfrq;Vm1;Vm2;Vm3;Vm12;Vm23;Vm31;VBat;OilP;EngT;FLvl;AIN4;BIN;BOUT;Gfrq;Vg1;Vg2;Vg3;Vg12;Vg23;Vg31;Q;Pwr;Mode
-238;Time Stamp;18.06.2002;14:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;231;0;0;0;0;0;0;0;MAN
-239;Time Stamp;18.06.2002;13:00:00;1613;0,00; ;0;0;0;50,0;230;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-240;Time Stamp;18.06.2002;12:00:00;1613;0,00; ;0;0;0;49,9;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,7;232;0;0;0;0;0;0;0;MAN
-241;Time Stamp;18.06.2002;11:00:00;1612;0,00; ;0;0;0;50,0;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-242;Time Stamp;18.06.2002;10:00:00;1612;0,00; ;0;0;0;50,1;230;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,7;227;0;0;0;0;0;0;0;MAN
-243;Time Stamp;18.06.2002;09:00:00;1610;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,7;231;0;0;0;0;0;0;0;MAN
-244;Time Stamp;18.06.2002;08:00:00;1609;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,6;230;0;0;0;0;0;0;0;MAN
-245;Time Stamp;18.06.2002;07:00:00;1605;0,00; ;0;0;0;50,0;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,5;228;0;0;0;0;0;0;0;MAN
-246;Time Stamp;18.06.2002;06:00:00;1606;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,5;232;0;0;0;0;0;0;0;MAN
-247;Time Stamp;18.06.2002;05:00:00;1618;0,00; ;0;0;0;50,0;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;54,0;227;0;0;0;0;0;0;0;MAN
-248;Time Stamp;18.06.2002;04:00:00;1617;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,9;232;0;0;0;0;0;0;0;MAN
-249;Time Stamp;18.06.2002;03:00:00;1617;0,00; ;0;0;0;50,0;230;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,9;227;0;0;0;0;0;0;0;MAN
-250;Time Stamp;18.06.2002;02:00:00;1616;0,00; ;0;0;0;50,0;230;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,9;227;0;0;0;0;0;0;0;MAN
-251;Time Stamp;18.06.2002;01:00:00;1616;0,00; ;0;0;0;50,0;232;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,9;228;0;0;0;0;0;0;0;MAN
-252;Time Stamp;18.06.2002;00:00:00;1615;0,00; ;0;0;0;49,9;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;231;0;0;0;0;0;0;0;MAN
-253;Time Stamp;17.06.2002;23:00:00;1614;0,00; ;0;0;0;50,0;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-254;Time Stamp;17.06.2002;22:00:00;1614;0,00; ;0;0;0;50,1;232;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;231;0;0;0;0;0;0;0;MAN
-255;Time Stamp;17.06.2002;21:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-256;Time Stamp;17.06.2002;20:00:00;1614;0,00; ;0;0;0;50,0;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;228;0;0;0;0;0;0;0;MAN
-257;Time Stamp;17.06.2002;19:00:00;1614;0,00; ;0;0;0;50,0;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-258;Time Stamp;17.06.2002;18:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-259;Time Stamp;17.06.2002;17:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;232;0;0;0;0;0;0;0;MAN
-260;Time Stamp;17.06.2002;16:00:00;1614;0,00; ;0;0;0;50,1;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;228;0;0;0;0;0;0;0;MAN
-261;Time Stamp;17.06.2002;15:00:00;1614;0,00; ;0;0;0;50,0;230;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-262;Time Stamp;17.06.2002;14:00:00;1614;0,00; ;0;0;0;50,0;232;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-263;Time Stamp;17.06.2002;13:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;231;0;0;0;0;0;0;0;MAN
-264;Time Stamp;17.06.2002;12:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-265;Time Stamp;17.06.2002;11:00:00;1613;0,00; ;0;0;0;50,0;231;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;228;0;0;0;0;0;0;0;MAN
-266;Time Stamp;17.06.2002;10:00:00;1612;0,00; ;0;0;0;50,1;230;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-267;Time Stamp;17.06.2002;09:00:00;1611;0,00; ;0;0;0;50,0;234;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,7;231;0;0;0;0;0;0;0;MAN
-268;Time Stamp;17.06.2002;08:00:00;1610;0,00; ;0;0;0;50,0;233;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,6;230;0;0;0;0;0;0;0;MAN
-269;Time Stamp;17.06.2002;07:00:00;1607;0,00; ;0;0;0;50,1;230;0;0;0;0;0;20,9;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,6;227;0;0;0;0;0;0;0;MAN
-270;Time Stamp;17.06.2002;06:00:00;1604;0,00; ;0;0;0;50,0;232;0;0;0;0;0;20,9;3,7;49;53;#####;00000000 00000000;01000100 00000000;53,5;229;0;0;0;0;0;0;0;MAN
-271;Time Stamp;17.06.2002;05:00:00;1609;0,00; ;0;0;0;50,0;232;0;0;0;0;0;20,8;3,7;50;53;#####;00000000 00000000;01000100 00000000;53,7;228;0;0;0;0;0;0;0;MAN
-272;Running;17.06.2002;04:14:51;1626;0,00; ;0;0;0;50,0;230;0;0;0;0;0;20,8;3,7;50;53;#####;00000000 00000000;01000000 00000000;54,2;227;0;0;0;0;0;0;0;MAN
-273;Idle Run;17.06.2002;04:14:39;524;0,00; ;0;0;0;50,0;234;0;0;0;0;0;20,8;3,7;50;53;#####;00000000 00000000;01000000 00000000;0,0;195;0;0;0;0;0;0;0;MAN
-274;Manual Start;17.06.2002;04:14:37;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;20,8;3,7;50;53;#####;00000000 00000000;00000000 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-275;Terminal;17.06.2002;04:14:37;T=CELL 2 Start command
-276;Ready;16.06.2002;07:24:56;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-277;Fault reset;16.06.2002;07:24:55;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-278;Terminal;16.06.2002;07:24:55;T=CELL 1 FaultReset command
-279;Not Ready;16.06.2002;07:11:24;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-280;GCB Opened;16.06.2002;07:11:22;360;0,00; ;0;0;0;50,0;235;0;0;0;0;0;21,1;3,7;49;54;#####;00000000 00000000;00000010 00000000;13,2;168;0;0;0;0;0;0;0;MAN
-281;Gen-set Stop;16.06.2002;07:11:22;374;0,00; ;0;0;0;50,0;222;0;0;0;0;0;21,1;3,7;49;54;#####;00000000 00000000;01100100 00000000;13,8;166;0;0;0;0;0;0;0;MAN
-282;Sd Underspeed;16.06.2002;07:11:22;374;0,00; ;0;0;0;50,0;222;0;0;0;0;0;21,1;3,7;49;54;#####;00000000 00000000;01100100 00000000;13,8;166;0;0;0;0;0;0;0;MAN
-283;Running;16.06.2002;07:09:44;1611;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000000 00000000;53,7;231;0;0;0;0;0;0;0;MAN
-284;Idle Run;16.06.2002;07:09:32;403;0,00; ;0;0;0;50,0;227;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;11000000 00000000;0,0;164;0;0;0;0;0;0;0;MAN
-285;Manual Start;16.06.2002;07:09:30;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00000000 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-286;Terminal;16.06.2002;07:09:30;T=CELL 1 Start command
-287;Fault reset;16.06.2002;07:07:57;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-288;Terminal;16.06.2002;07:07:57;T=CELL 2 FaultReset command
-289;Ready;16.06.2002;07:07:18;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-290;SetpointChange;16.06.2002;07:07:17;T=CELL 2 CON(8315)=1
-291;Wrn MCB Fail;16.06.2002;07:05:37;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00010000 00000000;0,0;0;0;0;0;0;0;0;0;OFF
-292;Not Ready;16.06.2002;07:05:34;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00010000 00000000;0,0;0;0;0;0;0;0;0;0;OFF
-293;SetpointChange;16.06.2002;07:05:31;T=CELL 1 CON(8315)=0
-294;Terminal;16.06.2002;07:05:31;T=CELL 1 Start command
-295;Manual Start;16.06.2002;07:05:30;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00000000 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-296;Terminal;16.06.2002;07:05:30;T=CELL 1 Start command
-297;Ready;16.06.2002;07:04:33;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00000000 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-298;Terminal;16.06.2002;07:04:31;T=CELL 2 Stop command
-299;Ready;16.06.2002;07:04:05;0;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;00000000 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-300;Manual Stop;16.06.2002;07:04:00;1615;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000000 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-301;Cooling;16.06.2002;07:03:30;1607;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,5;230;0;0;0;0;0;0;0;MAN
-302;Terminal;16.06.2002;07:03:30;T=CELL 1 Stop command
-303;GCB Opened;16.06.2002;07:02:51;1129;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000000 00000000;36,8;239;0;0;0;0;0;0;0;MAN
-304;Time Stamp;16.06.2002;07:00:00;1607;0,00; ;0;0;0;50,0;234;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,5;230;0;0;0;0;0;0;0;MAN
-305;Time Stamp;16.06.2002;06:00:00;1601;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,4;230;0;0;0;0;0;0;0;MAN
-306;Time Stamp;16.06.2002;05:00:00;1611;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,7;231;0;0;0;0;0;0;0;MAN
-307;Time Stamp;16.06.2002;04:00:00;1617;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,9;229;0;0;0;0;0;0;0;MAN
-308;Time Stamp;16.06.2002;03:00:00;1617;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,9;230;0;0;0;0;0;0;0;MAN
-309;Time Stamp;16.06.2002;02:00:00;1616;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,9;229;0;0;0;0;0;0;0;MAN
-310;Time Stamp;16.06.2002;01:00:00;1615;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;231;0;0;0;0;0;0;0;MAN
-311;Time Stamp;16.06.2002;00:00:00;1616;0,00; ;0;0;0;50,0;230;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,9;228;0;0;0;0;0;0;0;MAN
-312;Time Stamp;15.06.2002;23:00:00;1616;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,9;231;0;0;0;0;0;0;0;MAN
-313;Time Stamp;15.06.2002;22:00:00;1615;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;229;0;0;0;0;0;0;0;MAN
-314;Time Stamp;15.06.2002;21:00:00;1614;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-315;Time Stamp;15.06.2002;20:00:00;1615;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,9;230;0;0;0;0;0;0;0;MAN
-316;Time Stamp;15.06.2002;19:00:00;1615;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-317;Time Stamp;15.06.2002;18:00:00;1615;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,9;229;0;0;0;0;0;0;0;MAN
-318;Time Stamp;15.06.2002;17:00:00;1615;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-319;Time Stamp;15.06.2002;16:00:00;1614;0,00; ;0;0;0;50,1;232;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-320;Time Stamp;15.06.2002;15:00:00;1614;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-321;Time Stamp;15.06.2002;14:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-322;Time Stamp;15.06.2002;13:00:00;1614;0,00; ;0;0;0;50,1;230;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-323;Time Stamp;15.06.2002;12:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;49;54;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-324;Time Stamp;15.06.2002;11:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;230;0;0;0;0;0;0;0;MAN
-325;Time Stamp;15.06.2002;10:00:00;1614;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;229;0;0;0;0;0;0;0;MAN
-326;Time Stamp;15.06.2002;09:00:00;1613;0,00; ;0;0;0;50,1;230;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;228;0;0;0;0;0;0;0;MAN
-327;Time Stamp;15.06.2002;08:00:00;1611;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,7;231;0;0;0;0;0;0;0;MAN
-328;Time Stamp;15.06.2002;07:00:00;1612;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,7;231;0;0;0;0;0;0;0;MAN
-329;Time Stamp;15.06.2002;06:00:00;1611;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,7;230;0;0;0;0;0;0;0;MAN
-330;Time Stamp;15.06.2002;05:00:00;1612;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-331;Time Stamp;15.06.2002;04:00:00;1615;0,00; ;0;0;0;50,1;230;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;228;0;0;0;0;0;0;0;MAN
-332;Time Stamp;15.06.2002;03:00:00;1614;0,00; ;0;0;0;50,0;230;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;227;0;0;0;0;0;0;0;MAN
-333;Time Stamp;15.06.2002;02:00:00;1611;0,00; ;0;0;0;50,0;230;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,7;229;0;0;0;0;0;0;0;MAN
-334;Time Stamp;15.06.2002;01:00:00;1614;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000100 00000000;53,8;232;0;0;0;0;0;0;0;MAN
-335;Running;15.06.2002;00:12:16;1630;0,00; ;0;0;0;50,0;230;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000000 00000000;54,4;227;0;0;0;0;0;0;0;MAN
-336;Idle Run;15.06.2002;00:12:04;518;0,00; ;0;0;0;50,0;229;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;01000000 00000000;0,0;198;0;0;0;0;0;0;0;MAN
-337;Manual Start;15.06.2002;00:12:01;0;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,0;3,7;50;54;#####;00000000 00000000;00000000 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-338;Terminal;15.06.2002;00:12:01;T=CELL 1 Start command
-339;Ready;14.06.2002;02:36:21;0;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,1;3,7;50;53;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-340;Fault reset;14.06.2002;02:36:21;0;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,1;3,7;50;53;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-341;Terminal;14.06.2002;02:36:21;T=CELL 1 FaultReset command
-342;Not Ready;14.06.2002;02:06:01;0;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,1;3,7;50;54;#####;00000000 00000000;00000010 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-343;GCB Opened;14.06.2002;02:05:58;308;0,00; ;0;0;0;50,0;232;0;0;0;0;0;21,1;3,7;50;54;#####;00000000 00000000;00000010 00000000;12,5;135;0;0;0;0;0;0;0;MAN
-344;Gen-set Stop;14.06.2002;02:05:58;348;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,1;3,7;50;54;#####;00000000 00000000;01100100 00000000;12,9;159;0;0;0;0;0;0;0;MAN
-345;Sd Underspeed;14.06.2002;02:05:58;365;0,00; ;0;0;0;50,0;233;0;0;0;0;0;21,1;3,7;50;54;#####;00000000 00000000;01100100 00000000;13,3;168;0;0;0;0;0;0;0;MAN
-346;Running;14.06.2002;02:05:16;1626;0,00; ;0;0;0;50,0;230;0;0;0;0;0;21,1;3,7;50;54;#####;00000000 00000000;01000000 00000000;54,2;227;0;0;0;0;0;0;0;MAN
-347;Idle Run;14.06.2002;02:05:04;519;0,00; ;0;0;0;50,1;230;0;0;0;0;0;21,1;3,7;50;54;#####;00000000 00000000;01000000 00000000;0,0;196;0;0;0;0;0;0;0;MAN
-348;Manual Start;14.06.2002;02:05:01;0;0,00; ;0;0;0;50,0;231;0;0;0;0;0;21,1;3,7;50;54;#####;00000000 00000000;00000000 00000000;0,0;0;0;0;0;0;0;0;0;MAN
-349;Terminal;14.06.2002;02:05:01;T=CELL 1 Start command
